product_id,product_name,price
170,product_000170,108
171,product_000171,136
172,product_000172,91
173,product_000173,114
174,product_000174,85
175,product_000175,125
176,product_000176,121
177,product_000177,56
178,product_000178,58
179,product_000179,121
180,product_000180,32
181,product_000181,114
182,product_000182,65
183,product_000183,14
184,product_000184,97
185,product_000185,27
186,product_000186,17
187,product_000187,147
188,product_000188,104
189,product_000189,108
190,product_000190,75
191,product_000191,67
192,product_000192,127
193,product_000193,141
194,product_000194,2
195,product_000195,83
196,product_000196,95
197,product_000197,76
198,product_000198,62
199,product_000199,149
200,product_000200,89
201,product_000201,116
202,product_000202,126
203,product_000203,146
204,product_000204,30
205,product_000205,52
206,product_000206,79
207,product_000207,55
208,product_000208,92
209,product_000209,33
210,product_000210,100
211,product_000211,50
212,product_000212,25
213,product_000213,93
214,product_000214,108
215,product_000215,142
216,product_000216,123
217,product_000217,61
218,product_000218,104
219,product_000219,97
220,product_000220,31
221,product_000221,82
222,product_000222,1
223,product_000223,101
224,product_000224,111
225,product_000225,135
226,product_000226,48
227,product_000227,123
228,product_000228,141
229,product_000229,51
230,product_000230,135
231,product_000231,144
232,product_000232,139
233,product_000233,1
234,product_000234,36
235,product_000235,134
236,product_000236,106
237,product_000237,9
238,product_000238,79
239,product_000239,15
240,product_000240,109
241,product_000241,19
242,product_000242,148
243,product_000243,27
244,product_000244,40
245,product_000245,76
246,product_000246,75
247,product_000247,48
248,product_000248,111
249,product_000249,103
250,product_000250,85
251,product_000251,99
252,product_000252,23
253,product_000253,3
254,product_000254,40
255,product_000255,144
256,product_000256,63
257,product_000257,66
258,product_000258,50
259,product_000259,9
260,product_000260,86
261,product_000261,33
262,product_000262,88
263,product_000263,85
264,product_000264,60
265,product_000265,45
266,product_000266,91
267,product_000267,128
268,product_000268,127
269,product_000269,37
270,product_000270,68
271,product_000271,6
272,product_000272,2
273,product_000273,64
274,product_000274,132
275,product_000275,104
276,product_000276,52
277,product_000277,126
278,product_000278,83
279,product_000279,119
280,product_000280,54
281,product_000281,46
282,product_000282,67
283,product_000283,121
284,product_000284,134
285,product_000285,16
286,product_000286,51
287,product_000287,38
288,product_000288,88
289,product_000289,121
290,product_000290,38
291,product_000291,27
292,product_000292,23
293,product_000293,90
294,product_000294,28
295,product_000295,24
296,product_000296,83
297,product_000297,120
298,product_000298,97
299,product_000299,117
300,product_000300,68
301,product_000301,62
302,product_000302,82
303,product_000303,141
304,product_000304,145
305,product_000305,145
306,product_000306,8
307,product_000307,59
308,product_000308,43
309,product_000309,56
310,product_000310,17
311,product_000311,44
312,product_000312,4
313,product_000313,117
314,product_000314,121
315,product_000315,96
316,product_000316,1
317,product_000317,143
318,product_000318,106
319,product_000319,46
320,product_000320,127
321,product_000321,72
322,product_000322,9
323,product_000323,27
324,product_000324,63
325,product_000325,119
326,product_000326,101
327,product_000327,119
328,product_000328,72
329,product_000329,53
330,product_000330,58
331,product_000331,95
332,product_000332,8
333,product_000333,119
334,product_000334,116
335,product_000335,51
336,product_000336,12
337,product_000337,91
338,product_000338,113
339,product_000339,129
340,product_000340,16
341,product_000341,134
342,product_000342,100
343,product_000343,28
344,product_000344,149
345,product_000345,49
346,product_000346,81
347,product_000347,113
348,product_000348,148
349,product_000349,57
350,product_000350,46
351,product_000351,70
352,product_000352,51
353,product_000353,146
354,product_000354,83
355,product_000355,107
356,product_000356,136
357,product_000357,128
358,product_000358,149
359,product_000359,69
360,product_000360,82
361,product_000361,107
362,product_000362,90
363,product_000363,27
364,product_000364,148
365,product_000365,22
366,product_000366,66
367,product_000367,81
368,product_000368,61
369,product_000369,24
370,product_000370,122
371,product_000371,116
372,product_000372,18
373,product_000373,31
374,product_000374,117
375,product_000375,116
376,product_000376,125
377,product_000377,25
378,product_000378,46
379,product_000379,98
380,product_000380,80
381,product_000381,85
382,product_000382,19
383,product_000383,84
384,product_000384,82
385,product_000385,78
386,product_000386,141
387,product_000387,108
388,product_000388,1
389,product_000389,70
390,product_000390,134
391,product_000391,26
392,product_000392,136
393,product_000393,138
394,product_000394,8
395,product_000395,19
396,product_000396,64
397,product_000397,106
398,product_000398,94
399,product_000399,41
400,product_000400,66
401,product_000401,53
402,product_000402,24
403,product_000403,43
404,product_000404,29
405,product_000405,28
406,product_000406,125
407,product_000407,129
408,product_000408,11
409,product_000409,71
410,product_000410,29
411,product_000411,149
412,product_000412,21
413,product_000413,136
414,product_000414,74
415,product_000415,121
416,product_000416,78
417,product_000417,116
418,product_000418,105
419,product_000419,75
420,product_000420,16
421,product_000421,150
422,product_000422,53
423,product_000423,107
424,product_000424,63
425,product_000425,48
426,product_000426,96
427,product_000427,8
428,product_000428,125
429,product_000429,149
430,product_000430,91
431,product_000431,86
432,product_000432,143
433,product_000433,90
434,product_000434,54
435,product_000435,60
436,product_000436,110
437,product_000437,138
438,product_000438,26
439,product_000439,25
440,product_000440,135
441,product_000441,8
442,product_000442,26
443,product_000443,48
444,product_000444,104
445,product_000445,70
446,product_000446,110
447,product_000447,91
448,product_000448,103
449,product_000449,75
450,product_000450,3
451,product_000451,98
452,product_000452,105
453,product_000453,52
454,product_000454,62
455,product_000455,58
456,product_000456,134
457,product_000457,48
458,product_000458,105
459,product_000459,48
460,product_000460,42
461,product_000461,132
462,product_000462,146
463,product_000463,59
464,product_000464,55
465,product_000465,50
466,product_000466,48
467,product_000467,74
468,product_000468,100
469,product_000469,98
470,product_000470,109
471,product_000471,100
472,product_000472,91
473,product_000473,47
474,product_000474,117
475,product_000475,15
476,product_000476,128
477,product_000477,123
478,product_000478,25
479,product_000479,46
480,product_000480,72
481,product_000481,55
482,product_000482,131
483,product_000483,93
484,product_000484,129
485,product_000485,143
486,product_000486,70
487,product_000487,140
488,product_000488,17
489,product_000489,103
490,product_000490,70
491,product_000491,41
492,product_000492,2
493,product_000493,39
494,product_000494,55
495,product_000495,121
496,product_000496,144
497,product_000497,96
498,product_000498,23
499,product_000499,126
500,product_000500,114
501,product_000501,143
502,product_000502,133
503,product_000503,59
504,product_000504,56
505,product_000505,133
506,product_000506,70
507,product_000507,113
508,product_000508,39
509,product_000509,6
510,product_000510,57
511,product_000511,104
512,product_000512,43
513,product_000513,133
514,product_000514,79
515,product_000515,122
516,product_000516,79
517,product_000517,66
518,product_000518,145
519,product_000519,52
520,product_000520,26
521,product_000521,38
522,product_000522,56
523,product_000523,81
524,product_000524,45
525,product_000525,10
526,product_000526,95
527,product_000527,66
528,product_000528,74
529,product_000529,127
530,product_000530,132
531,product_000531,58
532,product_000532,36
533,product_000533,84
534,product_000534,144
535,product_000535,144
536,product_000536,50
537,product_000537,47
538,product_000538,64
539,product_000539,105
540,product_000540,85
541,product_000541,123
542,product_000542,103
543,product_000543,107
544,product_000544,87
545,product_000545,19
546,product_000546,53
547,product_000547,16
548,product_000548,36
549,product_000549,3
550,product_000550,135
551,product_000551,68
552,product_000552,123
553,product_000553,14
554,product_000554,54
555,product_000555,115
556,product_000556,67
557,product_000557,148
558,product_000558,1
559,product_000559,69
560,product_000560,28
561,product_000561,62
562,product_000562,105
563,product_000563,101
564,product_000564,90
565,product_000565,132
566,product_000566,116
567,product_000567,57
568,product_000568,91
569,product_000569,111
570,product_000570,56
571,product_000571,37
572,product_000572,94
573,product_000573,99
574,product_000574,94
575,product_000575,48
576,product_000576,59
577,product_000577,109
578,product_000578,129
579,product_000579,84
580,product_000580,51
581,product_000581,62
582,product_000582,16
583,product_000583,89
584,product_000584,115
585,product_000585,53
586,product_000586,33
587,product_000587,110
588,product_000588,86
589,product_000589,21
590,product_000590,142
591,product_000591,116
592,product_000592,149
593,product_000593,141
594,product_000594,11
595,product_000595,24
596,product_000596,4
597,product_000597,14
598,product_000598,72
599,product_000599,86
600,product_000600,42
601,product_000601,117
602,product_000602,6
603,product_000603,131
604,product_000604,58
605,product_000605,124
606,product_000606,117
607,product_000607,82
608,product_000608,76
609,product_000609,90
610,product_000610,29
611,product_000611,40
612,product_000612,121
613,product_000613,86
614,product_000614,19
615,product_000615,100
616,product_000616,26
617,product_000617,30
618,product_000618,4
619,product_000619,80
620,product_000620,35
621,product_000621,138
622,product_000622,29
623,product_000623,111
624,product_000624,131
625,product_000625,28
626,product_000626,59
627,product_000627,11
628,product_000628,84
629,product_000629,114
630,product_000630,39
631,product_000631,3
632,product_000632,118
633,product_000633,113
634,product_000634,16
635,product_000635,8
636,product_000636,86
637,product_000637,31
638,product_000638,66
639,product_000639,147
640,product_000640,42
641,product_000641,116
642,product_000642,37
643,product_000643,36
644,product_000644,135
645,product_000645,121
646,product_000646,121
647,product_000647,111
648,product_000648,113
649,product_000649,6
650,product_000650,87
651,product_000651,112
652,product_000652,20
653,product_000653,105
654,product_000654,141
655,product_000655,24
656,product_000656,2
657,product_000657,128
658,product_000658,137
659,product_000659,5
660,product_000660,87
661,product_000661,74
662,product_000662,12
663,product_000663,85
664,product_000664,115
665,product_000665,115
666,product_000666,83
667,product_000667,95
668,product_000668,65
669,product_000669,30
670,product_000670,124
671,product_000671,97
672,product_000672,128
673,product_000673,26
674,product_000674,1
675,product_000675,117
676,product_000676,150
677,product_000677,70
678,product_000678,76
679,product_000679,71
680,product_000680,50
681,product_000681,145
682,product_000682,120
683,product_000683,45
684,product_000684,136
685,product_000685,19
686,product_000686,8
687,product_000687,48
688,product_000688,83
689,product_000689,95
690,product_000690,132
691,product_000691,65
692,product_000692,30
693,product_000693,88
694,product_000694,79
695,product_000695,43
696,product_000696,144
697,product_000697,69
698,product_000698,132
699,product_000699,54
700,product_000700,73
701,product_000701,72
702,product_000702,126
703,product_000703,95
704,product_000704,87
705,product_000705,103
706,product_000706,111
707,product_000707,123
708,product_000708,13
709,product_000709,81
710,product_000710,6
711,product_000711,31
712,product_000712,46
713,product_000713,136
714,product_000714,99
715,product_000715,63
716,product_000716,67
717,product_000717,110
718,product_000718,13
719,product_000719,123
720,product_000720,30
721,product_000721,70
722,product_000722,70
723,product_000723,62
724,product_000724,91
725,product_000725,99
726,product_000726,77
727,product_000727,86
728,product_000728,67
729,product_000729,104
730,product_000730,105
731,product_000731,86
732,product_000732,72
733,product_000733,75
734,product_000734,18
735,product_000735,123
736,product_000736,51
737,product_000737,63
738,product_000738,125
739,product_000739,58
740,product_000740,69
741,product_000741,65
742,product_000742,76
743,product_000743,140
744,product_000744,129
745,product_000745,46
746,product_000746,6
747,product_000747,9
748,product_000748,63
749,product_000749,85
750,product_000750,18
751,product_000751,45
752,product_000752,132
753,product_000753,43
754,product_000754,66
755,product_000755,150
756,product_000756,134
757,product_000757,42
758,product_000758,28
759,product_000759,43
760,product_000760,19
761,product_000761,48
762,product_000762,109
763,product_000763,43
764,product_000764,27
765,product_000765,23
766,product_000766,69
767,product_000767,146
768,product_000768,41
769,product_000769,21
770,product_000770,130
771,product_000771,47
772,product_000772,51
773,product_000773,64
774,product_000774,88
775,product_000775,99
776,product_000776,98
777,product_000777,48
778,product_000778,139
779,product_000779,128
780,product_000780,117
781,product_000781,96
782,product_000782,20
783,product_000783,36
784,product_000784,149
785,product_000785,104
786,product_000786,141
787,product_000787,73
788,product_000788,146
789,product_000789,84
790,product_000790,89
791,product_000791,28
792,product_000792,48
793,product_000793,129
794,product_000794,132
795,product_000795,115
796,product_000796,122
797,product_000797,107
798,product_000798,26
799,product_000799,24
800,product_000800,91
801,product_000801,22
802,product_000802,121
803,product_000803,104
804,product_000804,58
805,product_000805,33
806,product_000806,22
807,product_000807,131
808,product_000808,12
809,product_000809,115
810,product_000810,150
811,product_000811,42
812,product_000812,18
813,product_000813,61
814,product_000814,39
815,product_000815,54
816,product_000816,42
817,product_000817,2
818,product_000818,31
819,product_000819,124
820,product_000820,148
821,product_000821,142
822,product_000822,88
823,product_000823,93
824,product_000824,87
825,product_000825,5
826,product_000826,69
827,product_000827,140
828,product_000828,4
829,product_000829,145
830,product_000830,137
831,product_000831,87
832,product_000832,20
833,product_000833,78
834,product_000834,125
835,product_000835,33
836,product_000836,30
837,product_000837,29
838,product_000838,101
839,product_000839,122
840,product_000840,82
841,product_000841,10
842,product_000842,3
843,product_000843,107
844,product_000844,146
845,product_000845,132
846,product_000846,119
847,product_000847,57
848,product_000848,28
849,product_000849,19
850,product_000850,38
851,product_000851,58
852,product_000852,143
853,product_000853,127
854,product_000854,142
855,product_000855,17
856,product_000856,110
857,product_000857,69
858,product_000858,81
859,product_000859,99
860,product_000860,15
861,product_000861,127
862,product_000862,63
863,product_000863,62
864,product_000864,49
865,product_000865,14
866,product_000866,126
867,product_000867,101
868,product_000868,118
869,product_000869,23
870,product_000870,104
871,product_000871,104
872,product_000872,55
873,product_000873,11
874,product_000874,77
875,product_000875,141
876,product_000876,105
877,product_000877,134
878,product_000878,1
879,product_000879,17
880,product_000880,127
881,product_000881,105
882,product_000882,112
883,product_000883,40
884,product_000884,79
885,product_000885,95
886,product_000886,67
887,product_000887,107
888,product_000888,77
889,product_000889,115
890,product_000890,75
891,product_000891,109
892,product_000892,4
893,product_000893,91
894,product_000894,96
895,product_000895,104
896,product_000896,51
897,product_000897,93
898,product_000898,76
899,product_000899,107
900,product_000900,84
901,product_000901,29
902,product_000902,132
903,product_000903,64
904,product_000904,125
905,product_000905,74
906,product_000906,14
907,product_000907,86
908,product_000908,30
909,product_000909,73
910,product_000910,117
911,product_000911,42
912,product_000912,148
913,product_000913,33
914,product_000914,25
915,product_000915,84
916,product_000916,86
917,product_000917,108
918,product_000918,117
919,product_000919,98
920,product_000920,42
921,product_000921,3
922,product_000922,93
923,product_000923,27
924,product_000924,10
925,product_000925,72
926,product_000926,16
927,product_000927,61
928,product_000928,130
929,product_000929,47
930,product_000930,117
931,product_000931,87
932,product_000932,103
933,product_000933,124
934,product_000934,51
935,product_000935,21
936,product_000936,9
937,product_000937,131
938,product_000938,140
939,product_000939,44
940,product_000940,77
941,product_000941,50
942,product_000942,130
943,product_000943,40
944,product_000944,51
945,product_000945,71
946,product_000946,83
947,product_000947,89
948,product_000948,123
949,product_000949,139
950,product_000950,97
951,product_000951,66
952,product_000952,100
953,product_000953,23
954,product_000954,68
955,product_000955,8
956,product_000956,9
957,product_000957,6
958,product_000958,146
959,product_000959,136
960,product_000960,76
961,product_000961,12
962,product_000962,62
963,product_000963,82
964,product_000964,18
965,product_000965,101
966,product_000966,119
967,product_000967,148
968,product_000968,138
969,product_000969,52
970,product_000970,129
971,product_000971,150
972,product_000972,148
973,product_000973,102
974,product_000974,134
975,product_000975,145
976,product_000976,122
977,product_000977,140
978,product_000978,31
979,product_000979,1
980,product_000980,37
981,product_000981,1
982,product_000982,139
983,product_000983,72
984,product_000984,43
985,product_000985,3
986,product_000986,108
987,product_000987,73
988,product_000988,65
989,product_000989,30
990,product_000990,14
991,product_000991,31
992,product_000992,146
993,product_000993,108
994,product_000994,114
995,product_000995,99
996,product_000996,99
997,product_000997,48
998,product_000998,117
999,product_000999,139
1000,product_001000,149
1001,product_001001,31
1002,product_001002,114
1003,product_001003,95
1004,product_001004,51
1005,product_001005,12
1006,product_001006,110
1007,product_001007,85
1008,product_001008,85
1009,product_001009,16
1010,product_001010,67
1011,product_001011,32
1012,product_001012,76
1013,product_001013,14
1014,product_001014,147
1015,product_001015,10
1016,product_001016,68
1017,product_001017,31
1018,product_001018,116
1019,product_001019,29
1020,product_001020,5
1021,product_001021,121
1022,product_001022,2
1023,product_001023,34
1024,product_001024,40
1025,product_001025,20
1026,product_001026,66
1027,product_001027,99
1028,product_001028,10
1029,product_001029,123
1030,product_001030,77
1031,product_001031,106
1032,product_001032,125
1033,product_001033,20
1034,product_001034,99
1035,product_001035,8
1036,product_001036,105
1037,product_001037,81
1038,product_001038,101
1039,product_001039,150
1040,product_001040,61
1041,product_001041,84
1042,product_001042,106
1043,product_001043,123
1044,product_001044,115
1045,product_001045,96
1046,product_001046,10
1047,product_001047,104
1048,product_001048,72
1049,product_001049,89
1050,product_001050,130
1051,product_001051,27
1052,product_001052,106
1053,product_001053,25
1054,product_001054,116
1055,product_001055,37
1056,product_001056,100
1057,product_001057,6
1058,product_001058,69
1059,product_001059,54
1060,product_001060,12
1061,product_001061,14
1062,product_001062,123
1063,product_001063,60
1064,product_001064,85
1065,product_001065,139
1066,product_001066,121
1067,product_001067,78
1068,product_001068,138
1069,product_001069,61
1070,product_001070,28
1071,product_001071,44
1072,product_001072,76
1073,product_001073,20
1074,product_001074,64
1075,product_001075,55
1076,product_001076,19
1077,product_001077,129
1078,product_001078,56
1079,product_001079,103
1080,product_001080,68
1081,product_001081,37
1082,product_001082,29
1083,product_001083,87
1084,product_001084,76
1085,product_001085,48
1086,product_001086,113
1087,product_001087,62
1088,product_001088,67
1089,product_001089,111
1090,product_001090,62
1091,product_001091,35
1092,product_001092,54
1093,product_001093,92
1094,product_001094,110
1095,product_001095,125
1096,product_001096,33
1097,product_001097,82
1098,product_001098,19
1099,product_001099,11
1100,product_001100,15
1101,product_001101,38
1102,product_001102,66
1103,product_001103,121
1104,product_001104,42
1105,product_001105,87
1106,product_001106,65
1107,product_001107,101
1108,product_001108,5
1109,product_001109,100
1110,product_001110,82
1111,product_001111,11
1112,product_001112,132
1113,product_001113,104
1114,product_001114,33
1115,product_001115,145
1116,product_001116,73
1117,product_001117,98
1118,product_001118,125
1119,product_001119,64
1120,product_001120,97
1121,product_001121,148
1122,product_001122,147
1123,product_001123,35
1124,product_001124,82
1125,product_001125,55
1126,product_001126,3
1127,product_001127,99
1128,product_001128,110
1129,product_001129,137
1130,product_001130,147
1131,product_001131,102
1132,product_001132,122
1133,product_001133,17
1134,product_001134,62
1135,product_001135,93
1136,product_001136,22
1137,product_001137,78
1138,product_001138,38
1139,product_001139,70
1140,product_001140,96
1141,product_001141,102
1142,product_001142,94
1143,product_001143,24
1144,product_001144,128
1145,product_001145,133
1146,product_001146,64
1147,product_001147,42
1148,product_001148,71
1149,product_001149,4
1150,product_001150,61
1151,product_001151,111
1152,product_001152,40
1153,product_001153,123
1154,product_001154,10
1155,product_001155,41
1156,product_001156,135
1157,product_001157,86
1158,product_001158,69
1159,product_001159,106
1160,product_001160,73
1161,product_001161,33
1162,product_001162,82
1163,product_001163,58
1164,product_001164,84
1165,product_001165,96
1166,product_001166,69
1167,product_001167,9
1168,product_001168,39
1169,product_001169,82
1170,product_001170,28
1171,product_001171,47
1172,product_001172,129
1173,product_001173,102
1174,product_001174,103
1175,product_001175,50
1176,product_001176,23
1177,product_001177,141
1178,product_001178,96
1179,product_001179,148
1180,product_001180,140
1181,product_001181,74
1182,product_001182,136
1183,product_001183,87
1184,product_001184,89
1185,product_001185,48
1186,product_001186,51
1187,product_001187,49
1188,product_001188,144
1189,product_001189,121
1190,product_001190,21
1191,product_001191,64
1192,product_001192,128
1193,product_001193,66
1194,product_001194,138
1195,product_001195,67
1196,product_001196,128
1197,product_001197,28
1198,product_001198,102
1199,product_001199,71
1200,product_001200,80
1201,product_001201,142
1202,product_001202,62
1203,product_001203,50
1204,product_001204,131
1205,product_001205,42
1206,product_001206,69
1207,product_001207,140
1208,product_001208,145
1209,product_001209,110
1210,product_001210,39
1211,product_001211,148
1212,product_001212,13
1213,product_001213,31
1214,product_001214,38
1215,product_001215,50
1216,product_001216,17
1217,product_001217,59
1218,product_001218,132
1219,product_001219,54
1220,product_001220,59
1221,product_001221,144
1222,product_001222,129
1223,product_001223,1
1224,product_001224,1
1225,product_001225,2
1226,product_001226,84
1227,product_001227,70
1228,product_001228,109
1229,product_001229,85
1230,product_001230,5
1231,product_001231,95
1232,product_001232,83
1233,product_001233,113
1234,product_001234,69
1235,product_001235,106
1236,product_001236,65
1237,product_001237,118
1238,product_001238,13
1239,product_001239,35
1240,product_001240,27
1241,product_001241,36
1242,product_001242,76
1243,product_001243,22
1244,product_001244,26
1245,product_001245,32
1246,product_001246,48
1247,product_001247,95
1248,product_001248,29
1249,product_001249,43
1250,product_001250,125
1251,product_001251,144
1252,product_001252,68
1253,product_001253,6
1254,product_001254,25
1255,product_001255,31
1256,product_001256,69
1257,product_001257,95
1258,product_001258,31
1259,product_001259,28
1260,product_001260,124
1261,product_001261,51
1262,product_001262,58
1263,product_001263,66
1264,product_001264,82
1265,product_001265,92
1266,product_001266,6
1267,product_001267,75
1268,product_001268,103
1269,product_001269,78
1270,product_001270,20
1271,product_001271,135
1272,product_001272,31
1273,product_001273,15
1274,product_001274,86
1275,product_001275,93
1276,product_001276,70
1277,product_001277,118
1278,product_001278,4
1279,product_001279,13
1280,product_001280,147
1281,product_001281,99
1282,product_001282,101
1283,product_001283,105
1284,product_001284,90
1285,product_001285,56
1286,product_001286,118
1287,product_001287,148
1288,product_001288,112
1289,product_001289,120
1290,product_001290,91
1291,product_001291,113
1292,product_001292,10
1293,product_001293,59
1294,product_001294,146
1295,product_001295,135
1296,product_001296,57
1297,product_001297,137
1298,product_001298,13
1299,product_001299,101
1300,product_001300,21
1301,product_001301,59
1302,product_001302,60
1303,product_001303,80
1304,product_001304,149
1305,product_001305,97
1306,product_001306,13
1307,product_001307,84
1308,product_001308,52
1309,product_001309,59
1310,product_001310,29
1311,product_001311,143
1312,product_001312,88
1313,product_001313,70
1314,product_001314,12
1315,product_001315,116
1316,product_001316,45
1317,product_001317,96
1318,product_001318,10
1319,product_001319,85
1320,product_001320,1
1321,product_001321,104
1322,product_001322,73
1323,product_001323,83
1324,product_001324,121
1325,product_001325,35
1326,product_001326,51
1327,product_001327,80
1328,product_001328,10
1329,product_001329,94
1330,product_001330,70
1331,product_001331,79
1332,product_001332,31
1333,product_001333,101
1334,product_001334,38
1335,product_001335,140
1336,product_001336,5
1337,product_001337,45
1338,product_001338,70
1339,product_001339,34
1340,product_001340,50
1341,product_001341,135
1342,product_001342,57
1343,product_001343,8
1344,product_001344,113
1345,product_001345,34
1346,product_001346,104
1347,product_001347,37
1348,product_001348,136
1349,product_001349,83
1350,product_001350,99
1351,product_001351,91
1352,product_001352,84
1353,product_001353,126
1354,product_001354,37
1355,product_001355,60
1356,product_001356,150
1357,product_001357,87
1358,product_001358,40
1359,product_001359,106
1360,product_001360,118
1361,product_001361,145
1362,product_001362,139
1363,product_001363,17
1364,product_001364,53
1365,product_001365,83
1366,product_001366,106
1367,product_001367,66
1368,product_001368,57
1369,product_001369,128
1370,product_001370,62
1371,product_001371,49
1372,product_001372,130
1373,product_001373,4
1374,product_001374,90
1375,product_001375,21
1376,product_001376,55
1377,product_001377,87
1378,product_001378,40
1379,product_001379,65
1380,product_001380,17
1381,product_001381,47
1382,product_001382,49
1383,product_001383,21
1384,product_001384,38
1385,product_001385,130
1386,product_001386,77
1387,product_001387,150
1388,product_001388,43
1389,product_001389,122
1390,product_001390,28
1391,product_001391,109
1392,product_001392,86
1393,product_001393,22
1394,product_001394,53
1395,product_001395,129
1396,product_001396,76
1397,product_001397,24
1398,product_001398,144
1399,product_001399,111
1400,product_001400,20
1401,product_001401,88
1402,product_001402,121
1403,product_001403,90
1404,product_001404,8
1405,product_001405,49
1406,product_001406,19
1407,product_001407,133
1408,product_001408,101
1409,product_001409,122
1410,product_001410,27
1411,product_001411,127
1412,product_001412,70
1413,product_001413,63
1414,product_001414,35
1415,product_001415,99
1416,product_001416,52
1417,product_001417,4
1418,product_001418,28
1419,product_001419,142
1420,product_001420,121
1421,product_001421,53
1422,product_001422,112
1423,product_001423,53
1424,product_001424,30
1425,product_001425,35
1426,product_001426,127
1427,product_001427,125
1428,product_001428,102
1429,product_001429,48
1430,product_001430,48
1431,product_001431,50
1432,product_001432,147
1433,product_001433,132
1434,product_001434,102
1435,product_001435,124
1436,product_001436,93
1437,product_001437,34
1438,product_001438,48
1439,product_001439,82
1440,product_001440,137
1441,product_001441,91
1442,product_001442,117
1443,product_001443,19
1444,product_001444,128
1445,product_001445,74
1446,product_001446,7
1447,product_001447,49
1448,product_001448,117
1449,product_001449,41
1450,product_001450,70
1451,product_001451,21
1452,product_001452,116
1453,product_001453,21
1454,product_001454,49
1455,product_001455,49
1456,product_001456,138
1457,product_001457,27
1458,product_001458,141
1459,product_001459,91
1460,product_001460,148
1461,product_001461,35
1462,product_001462,85
1463,product_001463,149
1464,product_001464,32
1465,product_001465,11
1466,product_001466,38
1467,product_001467,9
1468,product_001468,121
1469,product_001469,62
1470,product_001470,81
1471,product_001471,9
1472,product_001472,135
1473,product_001473,130
1474,product_001474,97
1475,product_001475,72
1476,product_001476,139
1477,product_001477,70
1478,product_001478,53
1479,product_001479,31
1480,product_001480,16
1481,product_001481,132
1482,product_001482,130
1483,product_001483,15
1484,product_001484,78
1485,product_001485,149
1486,product_001486,15
1487,product_001487,105
1488,product_001488,131
1489,product_001489,80
1490,product_001490,149
1491,product_001491,37
1492,product_001492,150
1493,product_001493,20
1494,product_001494,7
1495,product_001495,131
1496,product_001496,85
1497,product_001497,149
